"","CB_cluster1","CB_cluster2","CB_cluster3","CB_cluster4","CB_cluster5","CB_cluster6","CB_cluster7","CB_cluster8","CB_cluster9","CB_cluster10","CB_cluster11","CB_first_round","FC_cluster1","FC_cluster2","FC_cluster3","FC_cluster4","FC_cluster5","FC_cluster6","FC_cluster7","FC_cluster8","FC_cluster9","FC_cluster10","FC_cluster11","FC_cluster12","FC_cluster13","FC_cluster14","FC_first_round","PC_cluster1","PC_cluster2","PC_cluster3","PC_cluster4","PC_cluster5","PC_cluster6","PC_cluster7","PC_cluster8","PC_cluster9","PC_cluster10","PC_cluster11","PC_cluster12","PC_cluster13","PC_cluster14","PC_first_round","EP_cluster1","EP_cluster2","EP_cluster3","EP_cluster4","EP_cluster5","EP_cluster6","EP_cluster7","EP_cluster8","EP_first_round","GPNB_cluster1","GPNB_cluster2","GPNB_cluster3","GPNB_cluster4","GPNB_cluster5","GPNB_cluster6","GPNB_cluster7","GPNB_cluster8","GPNB_cluster9","GPNB_cluster10","GPNB_cluster11","GPNB_first_round","HP_cluster1","HP_cluster2","HP_cluster3","HP_cluster4","HP_cluster5","HP_cluster6","HP_cluster7","HP_cluster8","HP_cluster9","HP_cluster10","HP_cluster11","HP_cluster12","HP_cluster13","HP_cluster14","HP_cluster15","HP_cluster16","HP_cluster17","HP_first_round","STR_cluster1","STR_cluster2","STR_cluster3","STR_cluster4","STR_cluster5","STR_cluster6","STR_cluster7","STR_cluster8","STR_cluster9","STR_cluster10","STR_cluster11","STR_cluster12","STR_cluster13","STR_cluster14","STR_cluster15","STR_first_round","SNVTA_cluster1","SNVTA_cluster2","SNVTA_cluster3","SNVTA_cluster4","SNVTA_cluster5","SNVTA_cluster6","SNVTA_cluster7","SNVTA_cluster8","SNVTA_cluster9","SNVTA_cluster10","SNVTA_cluster11","SNVTA_cluster12","SNVTA_cluster13","SNVTA_cluster14","SNVTA_first_round","TH_cluster1","TH_cluster2","TH_cluster3","TH_cluster4","TH_cluster5","TH_cluster6","TH_cluster7","TH_cluster8","TH_cluster9","TH_cluster10","TH_cluster11","TH_cluster12","TH_first_round"
"11","1110037F02Rik","2810428I15Rik","4932438A13Rik","2810428I15Rik","Alpl","Abcb7","2010107E04Rik","Abcf1","1700026D08Rik","3830406C13Rik","5830428H23Rik","1500002C15Rik","9530059O14Rik","6330403K07Rik","2900011O08Rik","4930447C04Rik","4933417C20Rik","2900022M07Rik","2900011O08Rik","2810474O19Rik","2700049A03Rik","2810417H13Rik","5830428H23Rik","2700049A03Rik","Abcb1a","Abat","1190002F15Rik","2610015P09Rik","2810474O19Rik","2900011O08Rik","4930563E22Rik","5830444F18Rik","2410089E03Rik","3110035E14Rik","2610015P09Rik","2900052N01Rik","3632451O06Rik","Acta2","2900052N01Rik","Acadm","9430020K01Rik","1700020I14Rik","4632427E13Rik","AF251705","Ace2","4930523C07Rik","2900011O08Rik","Ank3","Adgrf5","Agt","2610015P09Rik","AI504432","2610015P09Rik","2900022M07Rik","2210016F16Rik","2700049A03Rik","Acta2","2310009A05Rik","4632415L05Rik","Acbd3","2610203C20Rik","Abca1","2200002D01Rik","4632427E13Rik","2810006K23Rik","2900026A02Rik","2810474O19Rik","2010300C02Rik","2600014E21Rik","4921524J17Rik","4632404H12Rik","4930570G19Rik","Ahi1","1700016K19Rik","Acot1","2700049A03Rik","Acin1","4930523C07Rik","A430110L20Rik","Adgrf5","1700003M02Rik","2610015P09Rik","2310039H08Rik","2810004N23Rik","2610203C20Rik","3110035E14Rik","Abca1","2610305D13Rik","Ablim1","Acsl3","1700086L19Rik","2010107E04Rik","6330403K07Rik","2510009E07Rik","2210016L21Rik","2810004N23Rik","1190002F15Rik","Aifm1","Adgrb1","2410131K14Rik","5730455P16Rik","2610037D02Rik","Ankrd13c","2900052N01Rik","Apod","Aif1","1500015L24Rik","Adgrf5","1810037I17Rik","2810013P06Rik","Actn4","1700084C01Rik","6430590A07Rik","9230114K14Rik","4632427E13Rik","2410089E03Rik","2810428I15Rik","Acin1","Abcb1a","2210016F16Rik","Aldoc","1810037I17Rik","4932438A13Rik","2810428I15Rik","1700016K19Rik"
"12","1110046J04Rik","2900011O08Rik","5730455P16Rik","2900011O08Rik","Apod","Abcf1","2210016L21Rik","Acacb","1700037C18Rik","4632427E13Rik","AI987944","1500011K16Rik","AI593442","A330041J22Rik","2900022M07Rik","4932438A13Rik","4933439K11Rik","2900037B21Rik","2900022M07Rik","2900011O08Rik","2810004N23Rik","2810428I15Rik","6330403K07Rik","2810004N23Rik","Abcc9","Abca1","1190003K10Rik","2610203C20Rik","2900011O08Rik","2900022M07Rik","4932438A13Rik","6330403K07Rik","2700029M09Rik","4932438A13Rik","2610203C20Rik","3110062M04Rik","4632415L05Rik","Actb","4921524J17Rik","Acap2","A730017L22Rik","1700047M11Rik","5330434G04Rik","AI607873","Acin1","4933434E20Rik","3110035E14Rik","Ankrd11","Adgrg1","Ahi1","2610305D13Rik","Abca1","2610028E06Rik","3110035E14Rik","2210016L21Rik","2810002D19Rik","Actb","2310033P09Rik","4921524J17Rik","Acsl3","2700049A03Rik","Abca9","2310022B05Rik","4930523C07Rik","2810474O19Rik","3110035E14Rik","2900011O08Rik","2210016L21Rik","2810021J22Rik","4930523C07Rik","5830428H23Rik","4932438A13Rik","Aif1","1700020I14Rik","Acot7","2700094K13Rik","Actb","5830428H23Rik","A830082K12Rik","Adra2a","1700007G11Rik","3110082I17Rik","2410006H16Rik","2810006K23Rik","2700029M09Rik","4632415L05Rik","Abcd2","2810004N23Rik","Ace2","Acta2","1700112J16Rik","2210016L21Rik","9130011E15Rik","2610015P09Rik","2700049A03Rik","2810006K23Rik","1190003K10Rik","Anapc4","Adgrf5","2610015P09Rik","6330403K07Rik","2610203C20Rik","Ankrd52","4632415L05Rik","Apoe","Akap9","1700020I14Rik","Ago3","2210016L21Rik","2810474O19Rik","Add3","1810011O10Rik","9030624J02Rik","9430020K01Rik","4921524J17Rik","2610015P09Rik","2810474O19Rik","Acta2","Ablim1","2210016L21Rik","Ank3","2310022B05Rik","5730455P16Rik","2810474O19Rik","1700018A04Rik"
"13","1110059G10Rik","4930430F08Rik","5830428H23Rik","3632451O06Rik","Apoe","Abhd17b","2210408I21Rik","Acap2","1700040L02Rik","8430408G22Rik","Abca8a","1500012F01Rik","Abat","AI593442","2900052N01Rik","5830428H23Rik","5430405H02Rik","2900052N01Rik","3110035E14Rik","2900052N01Rik","2810474O19Rik","2810474O19Rik","6430590A07Rik","2810006K23Rik","Abcf1","Abca9","1190005I06Rik","2700049A03Rik","2900022M07Rik","3110035E14Rik","5330434G04Rik","9130401M01Rik","2700049A03Rik","5330434G04Rik","2700029M09Rik","4632415L05Rik","6330403K07Rik","Adamts1","5730455P16Rik","Acbd3","AI314180","1700084C01Rik","5830428H23Rik","AW112010","Acta2","5031439G07Rik","4930447C04Rik","Ankrd12","Aebp1","Akap9","2700049A03Rik","Abca2","2610037D02Rik","4632427E13Rik","2310033P09Rik","2810004N23Rik","Actn4","2410004B18Rik","4931406C07Rik","Acta2","2810004N23Rik","Abcg1","2600014E21Rik","4930598A11Rik","2900011O08Rik","4632427E13Rik","2900022M07Rik","2310033P09Rik","2810474O19Rik","4930525G20Rik","9930021J03Rik","9330159F19Rik","Akap9","1700040L02Rik","Actb","2810004N23Rik","Ahi1","6330408A02Rik","Abcc9","Aebp1","1700007K13Rik","4833439L19Rik","2610015P09Rik","2810474O19Rik","2700049A03Rik","4831440E17Rik","Abcf1","3110062M04Rik","Acin1","Actb","2010107E04Rik","2210017G18Rik","9330159F19Rik","2610301B20Rik","2810004N23Rik","2810013P06Rik","1190005I06Rik","Ankrd11","Adgrl1","2610044O15Rik8","9430015G10Rik","2810004N23Rik","Anks1b","4833423E24Rik","App","Ank3","1700025G04Rik","Agt","2310009A05Rik","3830406C13Rik","Adgrf5","1810034E14Rik","9930021J03Rik","9530059O14Rik","4930447C04Rik","2610305D13Rik","3222401L13Rik","Actb","Acin1","2310033P09Rik","Ankrd11","2610015P09Rik","6230415J03Rik","2900011O08Rik","1700019L03Rik"
"14","1190003K10Rik","4930523C07Rik","5830444B04Rik","5330434G04Rik","Arid4b","Abi1","2310009A05Rik","Acbd3","1700088E04Rik","9430020K01Rik","Abcc9","1500015O10Rik","Abcb1a","AI849053","3110035E14Rik","6330403K07Rik","5730455P16Rik","3110035E14Rik","4632427E13Rik","3222401L13Rik","3010003L21Rik","2900011O08Rik","9930111J21Rik2","2810402E24Rik","Ablim1","Abcb1a","1300002E11Rik","2810405F17Rik","2900052N01Rik","4632427E13Rik","5830428H23Rik","A230046K03Rik","2810004N23Rik","5730455P16Rik","2700049A03Rik","4921524J17Rik","9530068E07Rik","Adgrg1","5830428H23Rik","Ace2","Abca9","1810011H11Rik","9330159F19Rik","Abca9","Actb","5330434G04Rik","5730455P16Rik","Ankrd26","Agt","Aldoc","2810004N23Rik","Abca8a","2610044O15Rik8","4632428N05Rik","2410089E03Rik","2810013P06Rik","Aebp1","2610008E11Rik","4931406P16Rik","Actb","2810006K23Rik","Abhd12","2610015P09Rik","5730455P16Rik","3110035E14Rik","4930447C04Rik","4632415L05Rik","2410089E03Rik","2900011O08Rik","4933427D14Rik","Abcb1a","9930021J03Rik","Aldoc","1810043H04Rik","Actn1","2810417H13Rik","Ajap1","8430408G22Rik","Acbd5","Agt","1700012B09Rik","4921507G05Rik","2610203C20Rik","2900052N01Rik","2810004N23Rik","4930402H24Rik","Abhd6","4430402I18Rik","Ackr3","Adgra3","2210016L21Rik","2210404O09Rik","9530068E07Rik","2700029M09Rik","2810474O19Rik","2900011O08Rik","1500015O10Rik","Ankrd12","Adora1","2610203C20Rik","A330008L17Rik","3110035E14Rik","Anp32a","5730455P16Rik","Arpc5","Ankrd11","1700063D05Rik","Aldh1a1","2310033P09Rik","4921524J17Rik","Adh1","2200002D01Rik","A730017C20Rik","A430035B10Rik","4933427D14Rik","2700029M09Rik","4632415L05Rik","Adam8","Acot8","2410004B18Rik","Ankrd12","2810474O19Rik","A2m","3110035E14Rik","1700024G13Rik"
"15","1200014J11Rik","6030419C18Rik","6330403K07Rik","5730409E04Rik","Arl3","Acbd5","2310033P09Rik","Acin1","1700101E01Rik","Abca5","Abcf1","1700020I14Rik","Abl2","Abcb1a","4430402I18Rik","9330182L06Rik","5830428H23Rik","4632427E13Rik","4930402H24Rik","4632415L05Rik","3222401L13Rik","3110035E14Rik","AF251705","2810474O19Rik","Acadm","Abcf1","1500015O10Rik","2810474O19Rik","3110035E14Rik","4930447C04Rik","6330403K07Rik","A830036E02Rik","2810474O19Rik","6330403K07Rik","2810004N23Rik","4931406C07Rik","A830036E02Rik","Ahi1","6720427I07Rik","Acin1","Abcb1a","1810011O10Rik","9930021J03Rik","Abcb1a","Actn1","5730409E04Rik","AU022252","Ankrd29","Ahcyl1","Ank3","2810417H13Rik","Abcb1a","2610203C20Rik","4930447C04Rik","2610008E11Rik","2810474O19Rik","Agfg2","2610015P09Rik","5830428H23Rik","Actn1","2810474O19Rik","Abi3","2610305D13Rik","5830428H23Rik","4921524J17Rik","4933427D14Rik","4632427E13Rik","2600014E21Rik","2900022M07Rik","5430405H02Rik","Abcf1","A730017C20Rik","Alms1","2010320M18Rik","Acyp1","2810474O19Rik","Akap9","9430020K01Rik","Ace2","Ahi1","1700013H16Rik","4933434E20Rik","2700029M09Rik","4632415L05Rik","2810006K23Rik","6330403K07Rik","Abi3","4930523C07Rik","Acta2","Adgrf5","2210017G18Rik","2310033P09Rik","A730017C20Rik","2700049A03Rik","2900011O08Rik","4632415L05Rik","1700001C02Rik","Ankrd26","Ahi1","2810004N23Rik","A430035B10Rik","4632427E13Rik","Apitd1","5830428H23Rik","Atf3","Anp32a","1700096K18Rik","Aldoc","2410015M20Rik","4930523C07Rik","Aebp1","2310001H17Rik","A830010M20Rik","A830018L16Rik","5330434G04Rik","2700049A03Rik","4930523C07Rik","Add3","Actb","2410089E03Rik","Anp32a","3222401L13Rik","AI314180","3632451O06Rik","1700026D08Rik"
"16","1300002E11Rik","A930005H10Rik","6430511E19Rik","5730455P16Rik","Arpp21","Acin1","2410004B18Rik","Aco2","2010107E04Rik","Abcb1a","Abhd11","1700025G04Rik","Ablim1","Ablim1","4632427E13Rik","9630001P10Rik","6330403K07Rik","4632428N05Rik","4930447C04Rik","4921524J17Rik","3830406C13Rik","3632451O06Rik","AI314180","2900011O08Rik","Acbd3","Abcg2","1600014C23Rik","2900011O08Rik","4632415L05Rik","5330434G04Rik","9130024F11Rik","AI504432","2900011O08Rik","9930021J03Rik","2810006K23Rik","5730455P16Rik","AW047730","Aif1","8430408G22Rik","Ackr3","Abcf1","1810037I17Rik","A230009B12Rik","Abcf1","Adamts1","6330403K07Rik","Aatk","Apod","Ahnak","Ankrd11","2810459M11Rik","Abcf1","2700097O09Rik","4930452N14Rik","2610507B11Rik","2900022M07Rik","Ak3","2610305D13Rik","9230114K14Rik","Adamts5","2900052N01Rik","Acap2","2700049A03Rik","6330403K07Rik","4932438A13Rik","5730455P16Rik","4933427D14Rik","2610015P09Rik","2900026A02Rik","5830428H23Rik","Ablim1","AI854517","Ankrd11","2210016L21Rik","Adhfe1","2900011O08Rik","Akr7a5","9930021J03Rik","Ackr3","Aif1","1700016K19Rik","5430403G16Rik","2700049A03Rik","4632428N05Rik","2810013P06Rik","A830080D01Rik","Ablim1","4930550C14Rik","Actb","Aebp1","2210404O09Rik","2410089E03Rik","A830010M20Rik","2810004N23Rik","2900052N01Rik","4930402H24Rik","1700001L19Rik","Anp32b","Akap9","2810006K23Rik","AI593442","4930402H24Rik","Apod","9330159F19Rik","Atg3","Ap1s2","1810037I17Rik","Amer1","2510002D24Rik","4931406P16Rik","Aff1","2310022B05Rik","A830039N20Rik","AI504432","5430405H02Rik","2810004N23Rik","9230114K14Rik","Adgrf5","Adgrf5","2510002D24Rik","Anp32b","3300002A11Rik","AI464131","3830408C21Rik","1700028P14Rik"
"17","1500011K16Rik","A930017K11Rik","9030624J02Rik","6330403K07Rik","B2m","Ackr1","2610001J05Rik","Acsbg1","2010109A12Rik","Abcf1","Ace2","1700028E10Rik","Acin1","Acaa2","4930447C04Rik","9930021J03Rik","9430015G10Rik","4833412K13Rik","4930589L23Rik","4930430F08Rik","4632415L05Rik","4921513D11Rik","AI413582","3222401L13Rik","Ace2","Ablim1","1700003F12Rik","2900022M07Rik","4632427E13Rik","5530601H04Rik","9230114K14Rik","AI593442","4632415L05Rik","A830010M20Rik","2810013P06Rik","9930021J03Rik","Aamdc","Aim2","9330182L06Rik","Acsl3","Abi2","2010001A14Rik","A430035B10Rik","Abcg2","Adamts4","9430020K01Rik","Abat","Apoe","Ak4","Anp32a","2810474O19Rik","Abr","2810474O19Rik","5330434G04Rik","2700029M09Rik","2900052N01Rik","Ak7","2700029M09Rik","9430020K01Rik","Add3","3110035E14Rik","Acbd3","2810417H13Rik","9630028B13Rik","5330434G04Rik","5830428H23Rik","5330434G04Rik","2810474O19Rik","2900052N01Rik","6330403K07Rik","Acbd3","AW047730","Ankrd12","2210018M11Rik","Adipor1","3110035E14Rik","Aldoc","9930111J21Rik2","Acta2","Aifm3","1700020I14Rik","6820408C15Rik","2700094K13Rik","5830428H23Rik","2810474O19Rik","AI314180","Acin1","6030419C18Rik","Actn1","Akap9","2310033P09Rik","2610008E11Rik","AI314180","2810474O19Rik","4632415L05Rik","4932438A13Rik","1700003M02Rik","Apc","Amotl1","2810474O19Rik","Abcb8","4933413G19Rik","Apoe","9930021J03Rik","Atp1a2","Ap2a2","2010012O05Rik","Ankib1","2610015P09Rik","5730508B09Rik","Agap1","2610015P09Rik","AI593442","AI593442","5830428H23Rik","2810006K23Rik","9930021J03Rik","Aebp1","Aff4","2610002M06Rik","Apc","4632428C04Rik","AW047730","4632415L05Rik","1700040L02Rik"
"18","1500012F01Rik","AI314180","AI314180","8430429K09Rik","Basp1","Acot7","2610015P09Rik","Acsl3","2410004P03Rik","Ablim1","Acin1","1700034I23Rik","Acta2","Acsl3","4933427D14Rik","9930111J21Rik2","9930021J03Rik","4930447C04Rik","4933427D14Rik","4933427D14Rik","4632428N05Rik","4930402H24Rik","AI854703","4632415L05Rik","Acin1","Acbd3","1700008J07Rik","2900026A02Rik","4833412K13Rik","5830428H23Rik","A430027C01Rik","Abcb1a","4930447C04Rik","AI593442","2810474O19Rik","A230009B12Rik","Abca1","Akap9","9430020K01Rik","Acta2","Ablim1","2200002D01Rik","Aatk","Abhd12","Adap2","9530059O14Rik","Abcf1","Arid4a","Akap17b","Anp32b","2900011O08Rik","Acin1","2900002M20Rik","5430405H02Rik","2700094K13Rik","4632415L05Rik","Alkbh6","2700049A03Rik","9930021J03Rik","Adgrf5","3222401L13Rik","Acin1","2810474O19Rik","A230006K03Rik","5730455P16Rik","6330403A02Rik","5730455P16Rik","2900002M20Rik","3110035E14Rik","6720489N17Rik","Acbd5","Abca1","Anxa3","2310040G07Rik","Aebp1","4632428N05Rik","Angpt1","A430035B10Rik","Actb","Akap12","1700024G13Rik","9230114K14Rik","2810004N23Rik","6330403K07Rik","2900011O08Rik","AI504432","Acsbg1","6330403K07Rik","Actn4","Alad","2410089E03Rik","2610015P09Rik","AW047730","2900011O08Rik","4930503L19Rik","5330426P16Rik","1700007G11Rik","Aplp1","Ankrd11","2900011O08Rik","Abcf1","5330413P13Rik","App","A2m","BC005561","Apc","2010107E04Rik","Ankrd12","2610305D13Rik","5830428H23Rik","Aggf1","2610305D13Rik","AI987944","Aatk","6330403K07Rik","2810013P06Rik","Abcb1a","Aff4","Ahi1","2610008E11Rik","Aplp1","4933434E20Rik","Abcb1a","4632428N05Rik","1700084C01Rik"
"19","1700020I14Rik","Abcf1","AI504432","A830080D01Rik","Bbx","Acsl3","2610203C20Rik","Acsl6","2610015P09Rik","Acbd5","Ackr3","2010012O05Rik","Actb","Actb","5330416C01Rik","A230006K03Rik","A130010J15Rik","4930447F04Rik","5330434G04Rik","5730455P16Rik","4930402H24Rik","4932438A13Rik","Abca1","4833418N02Rik","Ackr3","Acin1","1700017B05Rik","3110035E14Rik","4930447C04Rik","6330403A02Rik","A830005F24Rik","Abcf1","4930532G15Rik","Abcf1","2900052N01Rik","AI847159","Abcb1a","Alcam","9930111J21Rik2","Actb","Acadl","2310016G11Rik","Abca2","Ablim1","Adgrf5","A330069E16Rik","Abcg1","Arl6ip1","Akap9","Aplp1","2900022M07Rik","Acly","2900011O08Rik","5830428H23Rik","2810004N23Rik","4632427E13Rik","Ank3","2810004N23Rik","9930111J21Rik2","Adk","4632415L05Rik","Acta2","2900022M07Rik","A330050F15Rik","5830428H23Rik","6330403K07Rik","5830428H23Rik","2900011O08Rik","3632451O06Rik","9330159F19Rik","Acin1","Abcf1","Apbb1ip","2610015P09Rik","Afg3l1","6330403K07Rik","Ank3","A930006K02Rik","Actg2","Alcam","1700026D08Rik","9330154J02Rik","2810013P06Rik","6430511E19Rik","2900052N01Rik","AI593442","Acsl3","9430020K01Rik","Acyp2","Alcam","2610008E11Rik","2610020C07Rik","Aamp","3110035E14Rik","5330434G04Rik","5830428H23Rik","1700007K13Rik","App","Ankrd12","2900022M07Rik","Aco2","5730455P16Rik","Aqp4","AI849053","Baz1b","Aplp1","2210016L21Rik","Ankrd26","2700029M09Rik","9930111J21Rik2","Agt","2700049A03Rik","Abcb7","Abca1","6820402A03Rik","2810474O19Rik","Abcc9","Ahi1","Aif1","2610015P09Rik","Apod","6430548M08Rik","Abcd2","4930402H24Rik","1700088E04Rik"
"20","1700021F05Rik","Abcf2","Abca5","Abat","C1qa","Actb","2700029M09Rik","Actb","2810004N23Rik","Acin1","Acta2","2210016L21Rik","Adarb2","Actr6","5330434G04Rik","A930006K02Rik","A830010M20Rik","4930594C11Rik","6330403A02Rik","5830428H23Rik","5430403G16Rik","5530601H04Rik","Abca9","4921517D22Rik","Acss2","Acsl3","1700018A04Rik","3110082I17Rik","4933402D24Rik","6330403K07Rik","A830010M20Rik","Abhd17b","4931414P19Rik","Acat1","3222401L13Rik","AW047730","Abcf1","Aldh2","A430035B10Rik","Actg2","Acadsb","2310022B05Rik","Abcb1a","Acbd3","Aebp1","AI593442","Ablim2","Atp1a2","Aldoc","Apod","2900026A02Rik","Acsl3","2900022M07Rik","6330403A02Rik","2810417H13Rik","4632428N05Rik","Ankhd1","2810013P06Rik","AU019823","Adm","4632427E13Rik","Actb","2900026A02Rik","A330069E16Rik","6330403K07Rik","6430548M08Rik","6330403K07Rik","2900022M07Rik","4632427E13Rik","9430020K01Rik","Acot1","Abcg1","Aplp1","2810013P06Rik","Ahcyl1","Abcd2","Ankrd12","AU021092","Actn1","Aldh1a1","1700047M11Rik","A430005L14Rik","2810417H13Rik","8430429K09Rik","3830406C13Rik","AW047730","Acta2","9930111J21Rik2","Adk","Aldh1a1","2610015P09Rik","2700029M09Rik","Abca3","4932438A13Rik","5730455P16Rik","6330403K07Rik","1700008J07Rik","Arf5","Anks1b","3830406C13Rik","Acot7","5830428H23Rik","Arfgef1","AW047730","Bod1l","Apobr","2210018M11Rik","Ankrd32","2700049A03Rik","Abcb1a","Ahi1","2810004N23Rik","Abcf1","Abcb1a","9230114K14Rik","3830403N18Rik","Abcf1","Ahnak","Akap12","2700029M09Rik","Apoe","A330102I10Rik","Abhd17b","6330408A02Rik","1700101E01Rik"
"21","1700025G04Rik","Abcg2","Ablim1","Abcc5","C1qb","Adcy5","2810004N23Rik","Adcyap1r1","2810474O19Rik","Ackr1","Actb","2210404O09Rik","Adcy1","Acvr1c","5730455P16Rik","AI314180","A830018L16Rik","4932431P20Rik","6330403K07Rik","6330403K07Rik","5730455P16Rik","6330403K07Rik","Abcb1a","4921524J17Rik","Acta2","Acsl6","1700019G17Rik","4632427E13Rik","5330416C01Rik","9330162012Rik","A830018L16Rik","Ablim1","4932411K12Rik","Aco2","4632415L05Rik","Aatf","Abhd17b","Aldoc","A830010M20Rik","Actn1","Ace","2610203C20Rik","Abcb4","Acbd5","Akap12","Aatk","Abtb2","Atp6v1e1","Ank2","Apoe","2900052N01Rik","Actb","2900026A02Rik","6330403K07Rik","2810428I15Rik","4930589L23Rik","Ap1g1","2810474O19Rik","Aatk","Aebp1","4632428N05Rik","Adgre5","2900052N01Rik","AI504432","A830018L16Rik","9430016H08Rik","6820402A03Rik","2900052N01Rik","4930447C04Rik","A2m","Acot7","Abhd2","Apod","2900011O08Rik","Ahcyl2","Abcf1","Ankrd17","AW112010","Actn4","Aldh1a2","1700101E01Rik","AI314180","2810474O19Rik","9330159F19Rik","4632415L05Rik","Abcc1","Actb","AB041806","Akap12","Aldh9a1","2610020C07Rik","2700049A03Rik","Abhd17b","5730455P16Rik","5830428H23Rik","9330159F19Rik","1700012B09Rik","Arhgap5","Anxa6","4632427E13Rik","Acsl3","9530059O14Rik","Arhgef26","Aatk","Cacng4","Apod","2310033P09Rik","Ankrd40","2810004N23Rik","Abcc9","Ahnak","2810459M11Rik","Abi2","Abcf1","9330159F19Rik","4632415L05Rik","Acadl","Akap12","Akap9","2700033N17Rik","App","AU040972","Acap2","8430408G22Rik","1810011O10Rik"
"22","1700123O20Rik","Abhd17a","Acap2","Abcf1","C1qc","Add1","2810428I15Rik","Afap1","4933434E20Rik","Actb","Actg2","2310033P09Rik","Adcy2","Adap2","5830428H23Rik","AI593442","AI314180","4933415A04Rik","6430590A07Rik","6430573F11Rik","5830428H23Rik","6430590A07Rik","Abcf1","4931406P16Rik","Actb","Acta2","1700041G16Rik","4833421G17Rik","5330434G04Rik","9530059O14Rik","A830036E02Rik","Acsl3","4932438A13Rik","Acot7","4833417C18Rik","Aatk","Abhd2","Amz1","AI413582","Actn4","Acin1","2610305D13Rik","Abcf1","Acin1","Akap9","Abca7","Acap3","Atrx","Ankrd11","App","3110035E14Rik","Actr1b","3110082I17Rik","9530059O14Rik","2810474O19Rik","4931415C17Rik","Aplp1","2900052N01Rik","Abcb1a","Ahnak","4921524J17Rik","Adgrf5","2900055J20Rik","AI593442","A830036E02Rik","A830018L16Rik","9530059O14Rik","3110035E14Rik","4932435O22Rik","AW047730","Acsl3","Acan","Apoe","3300002A11Rik","Aifm3","Abracl","Anp32a","Abcb1a","Adamts1","Aldoc","1810010K12Rik","AI464131","2900052L18Rik","A230009B12Rik","4632427E13Rik","Abcc3","Actr2","AI593442","Akap9","Aldoc","2700029M09Rik","2810004N23Rik","Abi1","5830428H23Rik","6330403K07Rik","A730017C20Rik","1700016K19Rik","Arid4b","Apbb1","4921524J17Rik","Acsl6","A230046K03Rik","Arid4b","Abat","Calb1","Apoe","2410004B18Rik","Anks1b","2810006K23Rik","Abcf1","Akap12","2810474O19Rik","Acbd5","Abcg2","9530059O14Rik","4632427E13Rik","Acap2","Akap9","Aldh2","2700049A03Rik","Arid4b","Acbd5","Acbd5","9330159F19Rik","1810034E14Rik"
"23","1810022K09Rik","Abhd8","Acbd3","Abhd10","Cadps2","Adgrb3","2810474O19Rik","Agpat5","6820408C15Rik","Acvrl1","Actn1","2410089E03Rik","Add3","Adarb1","5830444F18Rik","Abcd2","AI593442","5330406M23Rik","9530059O14Rik","9330159F19Rik","9330182L06Rik","8430408G22Rik","Abhd12","5031425E22Rik","Actg2","Actb","1700047M11Rik","4930402H24Rik","5830428H23Rik","9930021J03Rik","A830082K12Rik","Acsl4","4933427D14Rik","Acp2","4921524J17Rik","Abcb1a","Acadl","Ank3","AU021092","Adamts1","Acta2","2700046A07Rik","Ablim1","Ackr1","Aldh1a1","Abcb1a","Acbd3","Atxn7l3b","Ankrd12","Arglu1","4632428N05Rik","Adap1","4632427E13Rik","A830009L08Rik","2900011O08Rik","4933427D14Rik","Apoe","3830406C13Rik","Abcc9","Akap12","4930402H24Rik","Adgrg1","2900092N22Rik","AW047730","AI593442","AI593442","9930021J03Rik","4632427E13Rik","4933427D14Rik","Abcb1a","Acsl6","Acap2","App","4632427E13Rik","Ak7","Acbd3","Anp32e","Abcc9","Adap2","Angptl4","1810011H11Rik","Aard","4921524J17Rik","A430035B10Rik","4732440D04Rik","Abcf1","Adam10","AV099323","Aldh1a1","Ank3","2700049A03Rik","2810006K23Rik","Acadm","6330403K07Rik","9930021J03Rik","A730098A19Rik","1700017B05Rik","Ash1l","Aplp1","4930430F08Rik","Acta2","A230072C01Rik","Ash1l","Abca1","Calm1","App","2410089E03Rik","Anp32b","2810013P06Rik","Ablim1","Alcam","2900011O08Rik","Acin1","Abhd12b","A730017C20Rik","4921524J17Rik","Acbd3","Aldh1a1","Aldoc","2810004N23Rik","Ash1l","Acin1","Acin1","A730017C20Rik","1810037I17Rik"
